client_id,client_tenure_in_years,client_age,gender,number_of_accounts,balance,calls_per_year,logons_per_year,experiment_group,dummy,tenure_group,age_group,balance_group
7183351,8,28.0,U,2,78197.01999999999,4,10,Control,1,0-10 years,21-40 years,0 - 200k
3959099,11,32.5,M,2,48712.08,10,16,Test,1,10-20 years,21-40 years,0 - 200k
4362459,21,65.5,F,2,35035.299999999996,12,18,Test,1,20-30 years,61-80 years,0 - 200k
3083365,7,72.5,U,2,1260146.5699999998,10,16,Test,1,0-10 years,61-80 years,"800,001+"
556698,4,57.0,U,2,164270.90000000002,4,10,Test,1,0-10 years,41-60 years,0 - 200k
4333518,10,32.0,M,2,39164.23,12,18,Control,1,10-20 years,21-40 years,0 - 200k
6540065,7,63.0,U,2,52180.97,6,12,Control,1,0-10 years,61-80 years,0 - 200k
1646150,5,66.5,M,2,361345.09,12,18,Test,1,0-10 years,61-80 years,"200,001 - 400k"
6550550,5,58.0,F,2,32744.96,6,12,Control,1,0-10 years,41-60 years,0 - 200k
4319069,14,24.0,M,3,55169.44,4,10,Control,1,10-20 years,21-40 years,0 - 200k
5931603,5,31.5,U,2,66328.35,4,10,Control,1,0-10 years,21-40 years,0 - 200k
2938423,6,36.5,U,2,25590.73,12,18,Control,1,0-10 years,21-40 years,0 - 200k
2215051,12,66.0,F,3,122246.45,12,18,Control,1,10-20 years,61-80 years,0 - 200k
2952627,5,46.0,M,2,34979.78,4,10,Test,1,0-10 years,41-60 years,0 - 200k
2790667,4,22.5,U,2,44144.34,2,8,Test,1,0-10 years,21-40 years,0 - 200k
9027736,10,79.0,F,2,217728.64,8,14,Control,1,10-20 years,61-80 years,"200,001 - 400k"
7240133,7,65.5,M,3,62814.58,6,12,Test,1,0-10 years,61-80 years,0 - 200k
6196555,4,69.5,U,3,310089.38,12,18,Test,1,0-10 years,61-80 years,"200,001 - 400k"
6012640,29,59.5,F,2,89726.89,4,10,Control,1,20-30 years,41-60 years,0 - 200k
5966661,5,29.5,U,2,39556.42,2,8,Test,1,0-10 years,21-40 years,0 - 200k
1820934,5,40.5,U,2,40535.55,0,6,Control,1,0-10 years,41-60 years,0 - 200k
7190256,8,31.0,F,2,53434.92999999999,12,18,Test,1,0-10 years,21-40 years,0 - 200k
9048757,15,60.5,F,2,591058.3500000001,0,6,Control,1,10-20 years,61-80 years,"400,001 - 600k"
5937897,17,63.5,M,2,482055.17,0,6,Control,1,10-20 years,61-80 years,"400,001 - 600k"
560810,14,34.5,F,3,57175.22,4,10,Test,1,10-20 years,21-40 years,0 - 200k
704762,6,27.5,U,3,83788.5,12,18,Test,1,0-10 years,21-40 years,0 - 200k
1350724,4,42.0,U,2,38033.55,0,6,Control,1,0-10 years,41-60 years,0 - 200k
9234234,8,26.0,M,2,65872.88,12,18,Control,1,0-10 years,21-40 years,0 - 200k
6765972,7,56.0,U,2,24701.85,10,16,Test,1,0-10 years,41-60 years,0 - 200k
8037116,4,23.0,U,2,30552.19,0,6,Control,1,0-10 years,21-40 years,0 - 200k
2754680,7,41.0,U,2,247752.24,4,10,Control,1,0-10 years,41-60 years,"200,001 - 400k"
8984143,14,40.5,M,2,26248.409999999996,4,10,Control,1,10-20 years,41-60 years,0 - 200k
9797884,5,61.5,U,3,77371.48999999999,12,18,Test,1,0-10 years,61-80 years,0 - 200k
7680980,13,23.5,M,3,117685.13,12,18,Test,1,10-20 years,21-40 years,0 - 200k
4928575,25,60.5,F,2,30975.55,0,6,Test,1,20-30 years,61-80 years,0 - 200k
2406021,23,49.0,M,2,483324.86,8,14,Control,1,20-30 years,41-60 years,"400,001 - 600k"
1908158,21,66.5,F,2,161959.26,4,10,Control,1,20-30 years,61-80 years,0 - 200k
881563,21,49.5,M,2,477340.15,10,16,Test,1,20-30 years,41-60 years,"400,001 - 600k"
2653016,21,53.0,F,2,273573.13,2,8,Control,1,20-30 years,41-60 years,"200,001 - 400k"
548340,21,46.5,U,2,38001.58,4,10,Control,1,20-30 years,41-60 years,0 - 200k
2609914,17,45.5,F,3,79648.2,0,6,Test,1,10-20 years,41-60 years,0 - 200k
3055755,17,44.0,F,2,59154.02,12,18,Control,1,10-20 years,41-60 years,0 - 200k
8798149,16,50.0,F,3,218582.15,0,6,Test,1,10-20 years,41-60 years,"200,001 - 400k"
4278502,10,23.5,F,2,86769.69,4,10,Test,1,10-20 years,21-40 years,0 - 200k
5004793,25,59.5,F,3,90540.4,2,12,Test,1,20-30 years,41-60 years,0 - 200k
1040359,5,47.5,U,3,50844.64,4,10,Control,1,0-10 years,41-60 years,0 - 200k
1334827,11,38.5,F,2,76572.53,0,6,Control,1,10-20 years,21-40 years,0 - 200k
8945610,26,71.5,F,2,170208.0,6,12,Test,1,20-30 years,61-80 years,0 - 200k
9371037,32,68.0,M,3,181523.87,4,12,Test,1,30-40 years,61-80 years,0 - 200k
2509909,9,56.0,M,3,120915.34,12,18,Control,1,0-10 years,41-60 years,0 - 200k
2600705,15,61.5,F,2,1278380.8099999998,12,18,Control,1,10-20 years,61-80 years,"800,001+"
3442959,14,34.5,F,2,35656.28,12,18,Control,1,10-20 years,21-40 years,0 - 200k
9207047,16,49.5,F,2,29978.94,0,6,Test,1,10-20 years,41-60 years,0 - 200k
3991847,5,33.0,U,2,28189.909999999996,4,10,Control,1,0-10 years,21-40 years,0 - 200k
2959476,9,59.0,F,2,47887.98,12,18,Test,1,0-10 years,41-60 years,0 - 200k
973686,10,28.0,M,3,44990.49,2,8,Test,1,10-20 years,21-40 years,0 - 200k
7988248,15,51.0,M,2,42138.14,12,18,Test,1,10-20 years,41-60 years,0 - 200k
3158341,27,71.0,M,3,1581691.79,12,18,Test,1,20-30 years,61-80 years,"800,001+"
9373092,5,39.5,F,2,59201.04,10,16,Control,1,0-10 years,21-40 years,0 - 200k
7561241,5,55.5,U,3,1475524.6,6,12,Test,1,0-10 years,41-60 years,"800,001+"
3590454,20,68.5,F,2,156109.43,12,18,Test,1,20-30 years,61-80 years,0 - 200k
4374343,4,53.0,F,2,180359.6,4,10,Test,1,0-10 years,41-60 years,0 - 200k
1025015,16,46.0,M,2,163637.52000000002,10,16,Control,1,10-20 years,41-60 years,0 - 200k
6524861,5,65.5,F,2,162005.72999999998,0,6,Test,1,0-10 years,61-80 years,0 - 200k
3668675,6,48.5,F,2,48875.46,4,10,Test,1,0-10 years,41-60 years,0 - 200k
8257047,24,24.5,M,2,34710.92,4,10,Test,1,20-30 years,21-40 years,0 - 200k
1753961,4,49.5,U,2,48917.99,4,10,Test,1,0-10 years,41-60 years,0 - 200k
9432051,7,39.0,U,2,99532.56,6,12,Test,1,0-10 years,21-40 years,0 - 200k
9591707,11,49.0,M,2,34721.08,6,12,Control,1,10-20 years,41-60 years,0 - 200k
5522802,4,39.5,U,3,66114.18,8,14,Control,1,0-10 years,21-40 years,0 - 200k
5319506,5,33.0,U,2,44387.03999999999,6,12,Test,1,0-10 years,21-40 years,0 - 200k
6399171,19,58.0,M,2,119445.0,10,16,Control,1,10-20 years,41-60 years,0 - 200k
7569257,4,54.5,F,2,33294.92,4,10,Test,1,0-10 years,41-60 years,0 - 200k
547839,11,44.5,F,2,75677.53,12,18,Control,1,10-20 years,41-60 years,0 - 200k
5781524,5,42.5,U,3,55532.59,4,10,Control,1,0-10 years,41-60 years,0 - 200k
6286537,7,27.0,U,2,31480.81,2,8,Test,1,0-10 years,21-40 years,0 - 200k
2529465,9,35.5,M,2,60796.07,12,18,Test,1,0-10 years,21-40 years,0 - 200k
4937056,14,19.0,M,4,65365.75,0,6,Control,1,10-20 years,0-20 years,0 - 200k
3132961,9,58.5,F,2,23790.4,12,18,Control,1,0-10 years,41-60 years,0 - 200k
6248651,17,45.5,M,2,24110.089999999997,12,18,Control,1,10-20 years,41-60 years,0 - 200k
7187827,15,45.5,F,2,156436.78999999998,6,12,Test,1,10-20 years,41-60 years,0 - 200k
9516559,9,29.5,M,2,32127.71,10,16,Control,1,0-10 years,21-40 years,0 - 200k
2166490,9,63.5,F,2,249320.51,8,14,Test,1,0-10 years,61-80 years,"200,001 - 400k"
9876315,11,56.5,F,2,121203.96,6,12,Test,1,10-20 years,41-60 years,0 - 200k
9795687,14,69.5,M,2,65376.95,6,12,Control,1,10-20 years,61-80 years,0 - 200k
3573589,11,46.5,M,2,57971.45,6,12,Control,1,10-20 years,41-60 years,0 - 200k
6082639,24,52.0,M,5,208786.33,4,10,Control,1,20-30 years,41-60 years,"200,001 - 400k"
8163796,23,62.5,F,2,126817.43,6,12,Test,1,20-30 years,61-80 years,0 - 200k
3191374,23,37.5,F,2,57619.25,12,18,Test,1,20-30 years,21-40 years,0 - 200k
3334174,22,31.5,M,4,238363.85,8,14,Test,1,20-30 years,21-40 years,"200,001 - 400k"
2057447,20,40.0,F,2,55884.24,0,6,Control,1,20-30 years,41-60 years,0 - 200k
3778920,21,61.5,F,2,33825.009999999995,8,14,Test,1,20-30 years,61-80 years,0 - 200k
4834461,23,55.5,M,2,522457.42,6,12,Control,1,20-30 years,41-60 years,"400,001 - 600k"
2365886,21,75.5,M,3,234993.23,8,14,Test,1,20-30 years,61-80 years,"200,001 - 400k"
4848480,18,27.5,M,2,34901.03,12,18,Test,1,10-20 years,21-40 years,0 - 200k
7656967,18,60.0,F,3,458857.19,12,18,Control,1,10-20 years,61-80 years,"400,001 - 600k"
6559072,16,54.0,F,2,54249.96,6,12,Control,1,10-20 years,41-60 years,0 - 200k
2960870,11,66.5,F,2,190176.39,4,10,Control,1,10-20 years,61-80 years,0 - 200k
399690,16,80.0,M,2,34994.409999999996,8,14,Control,1,10-20 years,80+ years,0 - 200k
3319565,10,48.0,M,2,23985.65,12,18,Control,1,10-20 years,41-60 years,0 - 200k
470365,20,44.0,M,2,35829.85,2,8,Test,1,20-30 years,41-60 years,0 - 200k
5769715,20,75.0,M,2,75862.58,12,18,Control,1,20-30 years,61-80 years,0 - 200k
8336549,12,32.0,F,2,115872.65,4,10,Control,1,10-20 years,21-40 years,0 - 200k
7313442,14,23.0,M,3,72468.70999999999,12,18,Control,1,10-20 years,21-40 years,0 - 200k
327337,15,73.0,M,2,699374.2300000001,12,18,Control,1,10-20 years,61-80 years,"600,001 - 800k"
4296369,4,24.0,U,2,29708.73,2,8,Test,1,0-10 years,21-40 years,0 - 200k
1830058,15,70.0,F,2,1823190.18,10,16,Test,1,10-20 years,61-80 years,"800,001+"
3337300,11,57.0,F,2,23809.67,4,10,Test,1,10-20 years,41-60 years,0 - 200k
272484,14,48.0,M,3,302145.66,12,18,Test,1,10-20 years,41-60 years,"200,001 - 400k"
6666419,9,44.5,M,2,29272.359999999997,10,16,Test,1,0-10 years,41-60 years,0 - 200k
8830618,5,28.0,U,2,42213.17999999999,10,16,Test,1,0-10 years,21-40 years,0 - 200k
8306917,11,60.0,F,4,358021.67,12,18,Control,1,10-20 years,61-80 years,"200,001 - 400k"
8068242,15,47.0,U,2,123841.85,8,14,Test,1,10-20 years,41-60 years,0 - 200k
2697914,15,36.0,U,2,77452.7,6,12,Control,1,10-20 years,21-40 years,0 - 200k
8730685,19,71.5,M,2,236328.14,0,6,Control,1,10-20 years,61-80 years,"200,001 - 400k"
5894819,8,67.5,U,2,88612.23,12,18,Control,1,0-10 years,61-80 years,0 - 200k
3539231,6,26.5,U,2,60709.59,2,8,Control,1,0-10 years,21-40 years,0 - 200k
9484909,7,20.5,U,2,51542.32,0,6,Control,1,0-10 years,21-40 years,0 - 200k
695585,15,46.0,M,2,121101.26,4,10,Test,1,10-20 years,41-60 years,0 - 200k
2485287,17,60.0,M,2,190218.43,8,14,Test,1,10-20 years,61-80 years,0 - 200k
736752,12,34.0,M,2,74871.78,2,8,Control,1,10-20 years,21-40 years,0 - 200k
1597883,5,25.0,U,2,48374.16,10,16,Test,1,0-10 years,21-40 years,0 - 200k
675111,7,29.0,U,2,53545.22,6,12,Test,1,0-10 years,21-40 years,0 - 200k
5116128,10,49.0,F,3,970272.0,6,12,Test,1,10-20 years,41-60 years,"800,001+"
3194104,7,27.5,U,2,34921.18,12,18,Test,1,0-10 years,21-40 years,0 - 200k
7151522,9,67.5,F,3,216668.43,12,18,Test,1,0-10 years,61-80 years,"200,001 - 400k"
3319635,7,52.0,U,2,100239.82,12,18,Test,1,0-10 years,41-60 years,0 - 200k
3197890,5,50.5,U,2,33357.63,12,18,Test,1,0-10 years,41-60 years,0 - 200k
28857,14,52.0,M,2,104511.86,6,12,Control,1,10-20 years,41-60 years,0 - 200k
6334676,3,35.5,U,3,175190.2,10,16,Control,1,0-10 years,21-40 years,0 - 200k
7781717,10,26.0,F,2,77832.85,2,8,Test,1,10-20 years,21-40 years,0 - 200k
1465714,11,63.5,F,2,867380.8300000001,0,6,Control,1,10-20 years,61-80 years,"800,001+"
6020962,13,28.5,M,2,98550.05,6,12,Control,1,10-20 years,21-40 years,0 - 200k
2472976,4,67.5,F,2,661718.3400000001,10,16,Control,1,0-10 years,61-80 years,"600,001 - 800k"
7020609,28,60.5,F,3,333574.56,2,8,Test,1,20-30 years,61-80 years,"200,001 - 400k"
2956739,4,53.0,U,2,28462.57,4,10,Control,1,0-10 years,41-60 years,0 - 200k
5517122,14,57.5,M,2,132760.77000000002,12,18,Test,1,10-20 years,41-60 years,0 - 200k
1241733,8,31.5,F,3,36977.48,0,6,Test,1,0-10 years,21-40 years,0 - 200k
4458772,12,62.5,U,2,34751.19,2,8,Test,1,10-20 years,61-80 years,0 - 200k
242235,23,44.0,M,2,205171.12,10,16,Test,1,20-30 years,41-60 years,"200,001 - 400k"
8544599,23,56.0,F,2,36103.57,2,8,Control,1,20-30 years,41-60 years,0 - 200k
793692,23,59.0,M,2,62786.71,8,14,Test,1,20-30 years,41-60 years,0 - 200k
595241,22,49.0,F,2,27579.24,4,10,Control,1,20-30 years,41-60 years,0 - 200k
9590571,21,72.0,M,2,265461.39,0,8,Test,1,20-30 years,61-80 years,"200,001 - 400k"
6206582,21,43.0,F,2,129093.94,4,10,Control,1,20-30 years,41-60 years,0 - 200k
5954855,20,35.5,M,4,264983.04,4,10,Control,1,20-30 years,21-40 years,"200,001 - 400k"
5076263,20,39.0,M,2,116576.29,6,12,Test,1,20-30 years,21-40 years,0 - 200k
9957845,24,61.0,F,2,110140.17,8,14,Control,1,20-30 years,61-80 years,0 - 200k
509544,19,52.5,F,2,27084.14,2,8,Control,1,10-20 years,41-60 years,0 - 200k
8969191,18,49.5,M,2,132946.55,4,10,Test,1,10-20 years,41-60 years,0 - 200k
1288843,18,62.5,U,2,163709.74,2,8,Control,1,10-20 years,61-80 years,0 - 200k
4319222,5,31.5,F,3,33047.84,0,6,Control,1,0-10 years,21-40 years,0 - 200k
9092174,9,28.0,M,2,67734.59,8,14,Test,1,0-10 years,21-40 years,0 - 200k
3086399,16,48.5,M,2,166456.55,12,18,Control,1,10-20 years,41-60 years,0 - 200k
730801,12,51.5,M,2,47511.33,6,12,Test,1,10-20 years,41-60 years,0 - 200k
5552968,6,46.5,U,2,24268.41,8,14,Test,1,0-10 years,41-60 years,0 - 200k
4366496,11,26.5,M,3,315341.77999999997,12,18,Test,1,10-20 years,21-40 years,"200,001 - 400k"
6615925,11,32.0,M,2,38937.73,4,10,Control,1,10-20 years,21-40 years,0 - 200k
9493249,21,73.0,F,2,89903.73,4,10,Test,1,20-30 years,61-80 years,0 - 200k
3290004,12,30.5,F,2,81594.69,2,8,Test,1,10-20 years,21-40 years,0 - 200k
4866771,6,87.0,U,2,41797.759999999995,12,18,Test,1,0-10 years,80+ years,0 - 200k
9517536,5,27.5,U,2,56202.07,12,18,Control,1,0-10 years,21-40 years,0 - 200k
5293569,7,46.0,U,2,29224.47,2,8,Test,1,0-10 years,41-60 years,0 - 200k
9754728,7,40.0,U,2,128306.51,8,14,Control,1,0-10 years,41-60 years,0 - 200k
3777909,4,54.5,U,3,48953.17999999999,0,6,Control,1,0-10 years,41-60 years,0 - 200k
2515665,10,63.0,F,2,46489.399999999994,4,10,Test,1,10-20 years,61-80 years,0 - 200k
198935,4,65.5,U,2,61573.14,6,12,Test,1,0-10 years,61-80 years,0 - 200k
2449759,9,61.5,F,2,117408.12,2,8,Test,1,0-10 years,61-80 years,0 - 200k
6641855,8,33.0,U,2,81186.79000000001,8,14,Control,1,0-10 years,21-40 years,0 - 200k
3874169,11,37.5,F,2,63217.28,6,12,Test,1,10-20 years,21-40 years,0 - 200k
392459,26,57.0,U,3,172748.2,12,18,Test,1,20-30 years,41-60 years,0 - 200k
3806151,9,43.0,M,2,157278.14,2,8,Control,1,0-10 years,41-60 years,0 - 200k
7414306,6,66.5,U,2,65259.08,2,8,Control,1,0-10 years,61-80 years,0 - 200k
9295772,5,51.5,M,2,26280.289999999997,8,14,Test,1,0-10 years,41-60 years,0 - 200k
3887490,5,39.5,U,2,59466.35,4,10,Control,1,0-10 years,21-40 years,0 - 200k
9138140,6,32.0,U,2,45754.98,2,8,Test,1,0-10 years,21-40 years,0 - 200k
1346,14,46.0,F,2,822512.91,6,12,Test,1,10-20 years,41-60 years,"800,001+"
1814940,7,48.0,U,2,69194.14,4,10,Control,1,0-10 years,41-60 years,0 - 200k
9075393,12,48.5,M,4,484570.93,12,18,Control,1,10-20 years,41-60 years,"400,001 - 600k"
16095,6,30.0,U,2,81652.98,2,8,Control,1,0-10 years,21-40 years,0 - 200k
533553,24,67.5,U,2,147539.34,4,10,Test,1,20-30 years,61-80 years,0 - 200k
7452449,23,68.0,F,3,131965.16,8,14,Control,1,20-30 years,61-80 years,0 - 200k
5142178,23,58.0,M,2,69415.56,10,16,Control,1,20-30 years,41-60 years,0 - 200k
9081837,20,21.0,F,2,54398.53999999999,10,16,Test,1,20-30 years,21-40 years,0 - 200k
3022895,28,76.5,M,2,104042.72,4,10,Test,1,20-30 years,61-80 years,0 - 200k
6768127,7,31.5,U,2,32021.979999999996,8,14,Test,1,0-10 years,21-40 years,0 - 200k
7244004,15,52.5,F,2,755138.4700000001,2,8,Test,1,10-20 years,41-60 years,"600,001 - 800k"
4405688,9,53.0,M,2,47707.67,0,6,Test,1,0-10 years,41-60 years,0 - 200k
2658149,21,57.5,M,3,432275.28,6,12,Test,1,20-30 years,41-60 years,"400,001 - 600k"
6373368,16,55.5,M,2,42066.73,2,8,Control,1,10-20 years,41-60 years,0 - 200k
1007748,29,65.5,M,4,1423149.03,12,18,Control,1,20-30 years,61-80 years,"800,001+"
5092651,9,32.0,M,3,80859.04000000001,12,18,Test,1,0-10 years,21-40 years,0 - 200k
9449889,14,26.0,F,2,28841.06,12,18,Control,1,10-20 years,21-40 years,0 - 200k
8088920,7,62.5,F,2,112148.91,4,10,Test,1,0-10 years,61-80 years,0 - 200k
4153564,7,30.0,U,2,30792.019999999997,12,18,Test,1,0-10 years,21-40 years,0 - 200k
1805954,20,65.0,M,2,116484.7,2,8,Test,1,20-30 years,61-80 years,0 - 200k
1990964,15,50.0,F,2,27152.18,4,10,Control,1,10-20 years,41-60 years,0 - 200k
811242,27,68.0,F,2,79386.39,10,16,Control,1,20-30 years,61-80 years,0 - 200k
6380474,14,46.0,M,2,159277.65000000002,2,8,Control,1,10-20 years,41-60 years,0 - 200k
5690823,9,45.5,F,2,95056.95,4,10,Test,1,0-10 years,41-60 years,0 - 200k
9105369,22,27.0,F,2,31407.18,4,10,Control,1,20-30 years,21-40 years,0 - 200k
4494336,5,66.0,F,3,403398.69,2,8,Control,1,0-10 years,61-80 years,"400,001 - 600k"
7198363,15,54.5,F,2,47997.07,2,8,Test,1,10-20 years,41-60 years,0 - 200k
5644663,9,70.0,F,2,117064.95,0,6,Test,1,0-10 years,61-80 years,0 - 200k
1695407,8,55.0,U,2,61656.99,0,6,Control,1,0-10 years,41-60 years,0 - 200k
2948165,7,61.5,U,2,291652.19,4,10,Test,1,0-10 years,61-80 years,"200,001 - 400k"
9714140,6,65.5,U,3,476097.95,0,6,Test,1,0-10 years,61-80 years,"400,001 - 600k"
2826516,12,40.0,M,3,63922.21,4,10,Test,1,10-20 years,41-60 years,0 - 200k
6877738,3,19.5,U,2,29156.859999999997,6,12,Test,1,0-10 years,0-20 years,0 - 200k
9040967,4,24.0,M,2,28705.23,6,12,Test,1,0-10 years,21-40 years,0 - 200k
3367073,12,32.5,F,2,36534.7,4,10,Test,1,10-20 years,21-40 years,0 - 200k
943015,5,56.0,U,2,45776.16,10,16,Control,1,0-10 years,41-60 years,0 - 200k
1020634,4,40.5,U,2,26795.08,8,14,Control,1,0-10 years,41-60 years,0 - 200k
7718817,4,29.0,U,2,30028.769999999997,12,18,Test,1,0-10 years,21-40 years,0 - 200k
1829130,7,53.0,F,2,24154.48,4,10,Control,1,0-10 years,41-60 years,0 - 200k
9336495,5,29.0,U,2,56490.0,12,18,Control,1,0-10 years,21-40 years,0 - 200k
8722759,18,46.0,M,2,46500.72,4,10,Test,1,10-20 years,41-60 years,0 - 200k
4952288,5,42.5,U,2,49821.149999999994,4,10,Test,1,0-10 years,41-60 years,0 - 200k
7953367,5,66.5,U,2,160537.77999999997,12,18,Test,1,0-10 years,61-80 years,0 - 200k
5870441,25,25.5,F,2,97090.46,12,18,Control,1,20-30 years,21-40 years,0 - 200k
3233554,16,66.5,M,2,314901.35,4,10,Test,1,10-20 years,61-80 years,"200,001 - 400k"
4787368,13,31.0,M,2,97061.72,0,6,Control,1,10-20 years,21-40 years,0 - 200k
6930182,6,59.5,U,3,631622.26,12,18,Test,1,0-10 years,41-60 years,"600,001 - 800k"
4738519,13,48.5,M,2,440046.52,2,8,Test,1,10-20 years,41-60 years,"400,001 - 600k"
6604463,6,58.5,U,2,30971.3,2,8,Test,1,0-10 years,41-60 years,0 - 200k
6050973,9,32.0,F,2,54681.509999999995,2,8,Control,1,0-10 years,21-40 years,0 - 200k
5579672,17,53.5,F,2,26031.519999999997,4,10,Test,1,10-20 years,41-60 years,0 - 200k
1290934,13,55.5,M,2,27826.43,4,12,Control,1,10-20 years,41-60 years,0 - 200k
7024366,4,57.5,U,2,35832.59,2,8,Test,1,0-10 years,41-60 years,0 - 200k
663941,24,47.0,F,2,168467.46999999997,12,18,Test,1,20-30 years,41-60 years,0 - 200k
1196376,23,46.5,U,2,270343.52,4,12,Test,1,20-30 years,41-60 years,"200,001 - 400k"
9229226,22,72.0,U,2,352199.82999999996,0,8,Test,1,20-30 years,61-80 years,"200,001 - 400k"
2985233,22,72.0,M,2,307725.49,12,18,Test,1,20-30 years,61-80 years,"200,001 - 400k"
2186143,20,55.5,F,2,519393.29,8,14,Test,1,20-30 years,41-60 years,"400,001 - 600k"
6567268,19,35.5,M,2,68955.82,0,6,Test,1,10-20 years,21-40 years,0 - 200k
8732389,19,54.5,F,2,100531.17,12,18,Control,1,10-20 years,41-60 years,0 - 200k
7038187,17,34.5,M,2,123618.14,10,16,Control,1,10-20 years,21-40 years,0 - 200k
8047484,17,69.0,F,2,47198.83,12,18,Control,1,10-20 years,61-80 years,0 - 200k
5101399,7,41.0,M,3,247864.61,8,14,Control,1,0-10 years,41-60 years,"200,001 - 400k"
8381127,8,50.0,M,3,135540.13,6,12,Control,1,0-10 years,41-60 years,0 - 200k
7396309,13,31.0,F,3,49312.45,8,14,Control,1,10-20 years,21-40 years,0 - 200k
1792552,13,50.5,M,2,51534.08,12,18,Test,1,10-20 years,41-60 years,0 - 200k
848570,10,34.5,F,3,137937.4,8,14,Control,1,10-20 years,21-40 years,0 - 200k
3452850,12,42.0,M,2,35081.79,0,6,Test,1,10-20 years,41-60 years,0 - 200k
4786414,6,44.0,U,2,75595.38,12,18,Test,1,0-10 years,41-60 years,0 - 200k
9598074,4,52.0,U,2,155403.84999999998,12,18,Test,1,0-10 years,41-60 years,0 - 200k
2968201,10,35.5,M,2,85169.31,12,18,Test,1,10-20 years,21-40 years,0 - 200k
8169732,4,18.5,U,2,37222.41,2,8,Test,1,0-10 years,0-20 years,0 - 200k
5156720,11,33.5,F,2,59922.95,2,8,Control,1,10-20 years,21-40 years,0 - 200k
4333852,27,56.5,M,3,1854093.26,4,10,Test,1,20-30 years,41-60 years,"800,001+"
83683,5,31.0,U,2,62792.96,12,18,Control,1,0-10 years,21-40 years,0 - 200k
7236024,33,65.0,F,2,75865.33,0,6,Test,1,30-40 years,61-80 years,0 - 200k
3953921,5,41.5,U,2,170372.15999999997,12,18,Test,1,0-10 years,41-60 years,0 - 200k
3899785,5,20.5,U,2,30797.96,0,6,Control,1,0-10 years,21-40 years,0 - 200k
8060496,8,48.5,U,3,269663.73,2,8,Test,1,0-10 years,41-60 years,"200,001 - 400k"
8682039,10,34.5,F,3,97404.34,12,18,Test,1,10-20 years,21-40 years,0 - 200k
5798572,16,53.0,F,2,45618.71,10,16,Test,1,10-20 years,41-60 years,0 - 200k
4656898,5,29.5,U,2,183651.1,12,18,Test,1,0-10 years,21-40 years,0 - 200k
2865677,12,38.0,F,2,35881.649999999994,2,8,Control,1,10-20 years,21-40 years,0 - 200k
8832236,4,47.0,U,2,88742.26999999999,8,14,Test,1,0-10 years,41-60 years,0 - 200k
2691632,8,59.0,M,2,63662.29,6,12,Test,1,0-10 years,41-60 years,0 - 200k
6842137,6,48.0,U,2,67474.85,12,18,Control,1,0-10 years,41-60 years,0 - 200k
3041776,5,60.5,U,2,418391.2,4,10,Control,1,0-10 years,61-80 years,"400,001 - 600k"
3167061,7,64.0,U,2,73866.65,12,18,Control,1,0-10 years,61-80 years,0 - 200k
6514104,5,30.5,U,3,32871.29,4,10,Test,1,0-10 years,21-40 years,0 - 200k
2839247,13,39.5,M,2,89199.12,2,8,Control,1,10-20 years,21-40 years,0 - 200k
1903850,4,60.0,M,2,89803.44,4,10,Test,1,0-10 years,61-80 years,0 - 200k
3992853,11,25.5,M,2,28687.18,12,18,Test,1,10-20 years,21-40 years,0 - 200k
187901,11,66.0,M,2,166577.95,6,12,Control,1,10-20 years,61-80 years,0 - 200k
6331923,5,29.5,F,2,49355.78999999999,2,8,Test,1,0-10 years,21-40 years,0 - 200k
2941394,15,67.0,F,2,84883.79999999999,2,10,Test,1,10-20 years,61-80 years,0 - 200k
2663775,12,35.0,F,2,125507.31,2,8,Control,1,10-20 years,21-40 years,0 - 200k
5337525,8,70.0,F,2,36330.36,4,10,Control,1,0-10 years,61-80 years,0 - 200k
967593,10,48.0,F,2,177660.76,8,14,Test,1,10-20 years,41-60 years,0 - 200k
1667795,7,46.5,U,2,42911.97,10,16,Control,1,0-10 years,41-60 years,0 - 200k
6991948,13,47.0,F,2,475881.98,0,6,Test,1,10-20 years,41-60 years,"400,001 - 600k"
1391630,7,43.0,M,3,64239.83,8,14,Control,1,0-10 years,41-60 years,0 - 200k
5085938,4,33.5,U,2,58761.43,12,18,Control,1,0-10 years,21-40 years,0 - 200k
9844262,5,42.5,U,2,48165.259999999995,2,8,Test,1,0-10 years,41-60 years,0 - 200k
2013867,13,50.5,F,2,248229.05,12,18,Control,1,10-20 years,41-60 years,"200,001 - 400k"
8538985,6,64.5,U,3,120754.36,12,18,Test,1,0-10 years,61-80 years,0 - 200k
8444793,5,27.5,U,4,60750.63,12,18,Test,1,0-10 years,21-40 years,0 - 200k
2833480,24,65.0,M,5,1932983.22,6,12,Control,1,20-30 years,61-80 years,"800,001+"
5829248,23,46.5,F,2,150492.49,6,12,Control,1,20-30 years,41-60 years,0 - 200k
7891259,21,45.0,M,3,140554.9,12,18,Test,1,20-30 years,41-60 years,0 - 200k
6603420,22,55.0,M,4,234991.90999999997,4,10,Test,1,20-30 years,41-60 years,"200,001 - 400k"
8847388,19,47.5,U,3,418289.21,2,8,Test,1,10-20 years,41-60 years,"400,001 - 600k"
945109,18,31.0,F,3,66514.32,4,10,Test,1,10-20 years,21-40 years,0 - 200k
930596,18,53.5,M,2,125320.25,4,10,Test,1,10-20 years,41-60 years,0 - 200k
